show_id,title,original_title,status,auditory,rating_myshows,rating_count,rating_kinopoisk,kinopoisk_count,rating_imdb,imdb_count,country,genre,channel,total_length,episode_length,dates,actors,seasons,episodes_in_season
2541,Таинственный портал,Foreign Exchange,Отменен/Закончен,909,3.88,531,7.548,1160,7.4,253,['Австралия'],"['Приключения', ' Семейный', ' Фэнтези']",Nine Network,10 часов 50 минут,25 мин.,05.11.2004 — 27.12.2004,"['Zachary Garred', 'Lynn Styles', 'Danielle Fox-Clarke']",1,['26']
2544,Бамбино!,Bambino!,Отменен/Закончен,150,3.63,93,,,7.1,150,['Япония'],"['Драма', ' Романтика']",NTV,7 часов 53 минуты,43 мин.,18.04.2007 — 27.07.2007,,1,['11']
2545,Американские гладиаторы,American Gladiators (2008),Отменен/Закончен,60,3.39,31,5.002,171,5.6,1635,['США'],"['Фитнес', ' Спортивный']",NBC,13 часов 20 минут,40 мин.,06.01.2008 — 04.08.2008,"['Gina Carano', 'Alex Castro', 'Beth Horn', 'Don Yates', 'Jesse Justice Smith, Jr.', ""Michael O'Hearn"", 'Robin Coleman', 'Tanoai Reed', 'Valerie Waugaman', 'Hulk Hogan', 'Laila Ali', 'Breaux Greer', 'Corinne van Ryck de Groot', 'Erin Toughill', 'Evan Dollard', 'Jennifer Widerstrom', 'Matt Morgan', 'Monica Carlson', 'Xin Wiku', 'Jamie Reed', 'Romeo Williams', 'Tanji Johnson']",2,"['8', '12']"
2546,Видение Эскафлона,Vision of Escaflowne,Отменен/Закончен,432,3.78,214,6.972,517,7.8,4248,['Япония'],"['Драма', ' Фэнтези', ' Приключения', ' Аниме']",TV Tokyo,11 часов 15 минут,25 мин.,02.04.1996 — 24.09.1996,"['Tomokazu Seki', 'Maaya Sakamoto', 'Shinichiro Miki', 'Jouji Nakata']",1,['27']
2547,Дайте Санни шанс,Sonny with a Chance,Отменен/Закончен,5786,3.59,3417,6.144,4665,6.0,12328,['США'],"['Комедия', ' Семейный', ' Музыкальный']",Disney Channel,17 часов 14 минут,22 мин.,08.02.2009 — 09.01.2011,"['Demi Lovato', 'Tiffany Thornton', 'Sterling Knight', 'Brandon Mychal Smith', 'Doug Brochu', 'Allisyn Ashley Arm']",2,"['21', '26']"
2550,Полицейская разведка 5: Новые профессионалы,CI5: The New Professionals,Отменен/Закончен,36,3.58,12,,,5.2,184,['Великобритания'],"['Боевик', ' Криминал', ' Драма']",sky 1,10 часов 50 минут,50 мин.,19.09.1999 — 19.12.1999,"['Edward Woodward', 'Kal Weber', 'Colin Wells', 'Lexa Doig']",1,['13']
2553,Бессмертный,The Immortal,Отменен/Закончен,137,3.48,61,5.902,361,4.4,290,['США'],"['Боевик', ' Приключения']",Syndicated,15 часов 46 минут,43 мин.,07.10.2000 — 02.06.2001,"['Lorenzo Lamas', 'Steve Braun', 'April Telek']",1,['22']
2554,Шоу Микаллефа,The Micallef Program,Отменен/Закончен,33,3.91,11,,,8.6,336,['Австралия'],"['Комедия', ' Sketch/Импровизация']",ABC,11 часов 30 минут,30 мин.,07.02.1998 — 09.04.2001,,3,"['7', '8', '8']"
2555,Арчер,Archer,Сериал продолжается,16262,4.32,7679,8.088,12751,8.6,153968,['США'],"['Боевик', ' Для взрослых', ' Комедия']",FXX,2 дня 56 минут,22 мин.,17.09.2009 — ...,"['H. Jon Benjamin', 'Chris Parnell', 'Amber Nash', 'Aisha Tyler', 'Judy Greer', 'Jessica Walter', 'Lucky Yates', 'Lucky Yates']",13,"['10', '13', '13', '13', '13', '13', '10', '8', '8', '9', '8', '8', '8']"
2556,Бей и жги,Crash & Burn,Отменен/Закончен,14,3.67,3,,,7.0,105,['Канада'],['Драма'],Showcase,9 часов 19 минут,43 мин.,18.11.2009 — 18.02.2010,,1,['13']
2557,Пароль: Вечность,Code Name: Eternity,Отменен/Закончен,85,3.07,42,6.581,157,6.4,258,['США'],,Syndicated,18 часов 38 минут,43 мин.,14.05.2000 — 19.11.2000,"['Cameron Bancroft', 'Ingrid Kavelaars', 'Gordon Currie', 'Joseph Baldwin', 'Olivier Gruner', 'Andrew Gillies']",1,['26']
2559,Дворец,Princess Hours,Отменен/Закончен,287,3.89,148,,,7.7,2689,['Южная Корея'],"['Драма', ' Романтика', ' Комедия']",MBC,1 день 2 часа 48 минут,67 мин.,11.01.2006 — 30.03.2006,"['Yoon Eun Hye', 'Joo Ji Hoon', 'Kim Jung Hoon', 'Song Ji Hyo']",1,['24']
2560,Жестокие игры,Scare Tactics,Отменен/Закончен,76,3.91,23,6.572,271,6.7,2531,['США'],['Комедия'],SyFy,1 день 14 часов 30 минут,22 мин.,04.04.2003 — 28.10.2013,"['Stephen Baldwin', 'Shannen Doherty', 'Tracy Morgan']",5,"['23', '22', '23', '23', '14']"
2561,Мафиоза,Mafiosa,Отменен/Закончен,114,3.55,29,6.815,137,7.3,657,['Франция'],"['Криминал', ' Драма']",Canal+,1 день 10 часов 40 минут,52 мин.,12.12.2006 — 05.05.2014,"['Caroline Baehr', 'Thierry Neuvic', 'Hélène Fillières', 'Claude Faraldo', 'Daniel Duval', 'Erick Desmarestz', 'Fabrizio Rongione', 'Jo Fondacci', 'Marisa Berenson', ""Patrick Dell'Isola"", 'Phareelle Onoyan', 'Pierre-Marie Mosconi', 'Rémi Martin', 'Yves Jacques', 'JoeyStarr']",5,"['8', '8', '8', '8', '8']"
2562,Покер после полуночи,Poker After Dark,Отменен/Закончен,66,4.26,34,,,7.6,531,['США'],['Спортивный'],NBCSN,12 дней 22 часа 10 минут,43 мин.,02.01.2007 — ...,"[""Chris 'Jesus' Ferguson"", 'Doyle Brunson', 'Phil Hellmuth Jr.', 'Leeann Tweeden', 'Shana Hiatt', 'Marianela Pereyra', ""Oliver 'Ali' Nejad""]",7,"['60', '48', '60', '42', '96', '48', '78']"
2563,Пасадена,Pasadena,Отменен/Закончен,146,3.38,60,6.927,161,7.7,491,['США'],"['Мыльные оперы', ' Драма']",FOX,9 часов 19 минут,43 мин.,28.09.2001 — 02.11.2001,"['Dana Delany', 'Martin Donovan', 'Balthazar Getty', 'Alison Lohman', 'Chris Marquette', 'Nicole Paggi', 'Alan Simpson', 'Mark Valley', 'Natasha Gregson Wagner']",1,['13']
2567,Into The Pride,,Отменен/Закончен,21,4.43,7,,,8.3,146,['США'],"['Образовательный', ' Животные', ' Приключения', ' Семейный']",Animal Planet,3 часа 35 минут,43 мин.,13.08.2009 — 03.09.2009,,1,['5']
2568,Путаница,Two Twisted,Отменен/Закончен,82,3.35,34,6.31,158,7.2,212,['Австралия'],['Детектив'],Nine Network,5 часов 8 минут,22 мин.,14.08.2006 — 25.09.2006,,1,['14']
2569,Неприрученные,Wild at Heart,Отменен/Закончен,67,4.0,12,,,7.3,1520,['Великобритания'],"['Драма', ' Приключения']",ITV,2 дня 1 час 18 минут,43 мин.,29.01.2006 — 30.12.2012,"['Lucy-Jo Hudson', 'Nomsa Xaba', 'Hayley Mills', 'Amanda Holden', 'Stephen Tompkinson', 'Tarryn Faye Brummage', 'Dawn Steele', 'Thapelo Mokoena', 'Deon Stewardson', 'Olivia Scott-Taylor']",8,"['6', '10', '8', '10', '10', '10', '12', '1']"
2570,Бостонская школа,Boston Public,Отменен/Закончен,152,3.87,15,7.466,373,7.2,5955,['США'],"['Комедия', ' Драма']",FOX,2 дня 10 часов 3 минуты,43 мин.,23.10.2000 — 02.03.2005,"['Anthony Heald', 'Chi McBride', 'Fyvush Finkel', 'Nicky Katt', 'Jessalyn Gilsig', 'Loretta Devine', 'Sharon Leal', 'Rashida Jones', 'Joey Slotnick', 'Thomas McCarthy', 'Kathy Baker', 'Jeri Ryan', 'Michael Rapaport', 'China Jesusita Shavers', 'Joey McIntyre', 'Jon Abrahams', 'Michelle Monaghan', 'Cara DeLizia', 'Natalia Baron']",4,"['22', '22', '22', '15']"
2574,Назад в будущее,Back to the Future: The Animated Series,Отменен/Закончен,761,3.71,296,6.586,1554,6.3,1607,['США'],"['Мультфильмы', ' Фантастика']",CBS,9 часов 32 минуты,22 мин.,14.09.1991 — 26.12.1992,['Christopher Lloyd'],2,"['13', '13']"
2575,Солти Рэй,Solty Rei,Отменен/Закончен,106,3.65,54,,,7.2,235,['Япония'],"['Аниме', ' Боевик', ' Драма', ' Фантастика']",TV Asahi,9 часов 31 минута,22 мин.,06.10.2005 — 26.07.2006,"['Momoko Saitou', 'Jouji Nakata']",1,['25']
2576,Адепт Святого знака,Seikon no Qwaser,Отменен/Закончен,2407,3.34,1198,5.818,1657,5.4,380,['Япония'],"['Боевик', ' Аниме', ' Фэнтези']",Tokyo MX,15 часов,25 мин.,10.01.2010 — 27.06.2011,"['Aki Toyosaki', 'Aya Hirano', 'Ayahi Takagaki', 'Ayako Kawasumi', 'Minori Chihara', 'Susumu Chiba', 'Yōko Hikasa', 'Yuko Sanpei', 'Tōru Ōkawa', 'Kana Hanazawa', 'Ayumi Fujimura', 'Ai Shimizu']",2,"['24', '12']"
2578,Blue Peter,,Сериал продолжается,38,3.0,15,,,6.5,559,['Великобритания'],['Детский'],CBBC,19 дней 10 часов 25 минут,25 мин.,16.10.1958 — ...,"['Richard Bacon', 'Peter Purves', 'Peter Duncan', 'Gethin Jones', 'Konnie Huq', 'Tina Heath', 'Tim Vincent', 'Simon Thomas', 'Matt Baker', 'Helen Skelton', 'Diane-Louise Jordan', 'Valerie Singleton', 'Liz Barker', 'John Noakes', 'Sarah Greene', 'Christopher Trace', 'John Leslie', 'Anthea Turner', 'Leila Williams', 'Lesley Judd', 'Simon Groom', 'Christopher Wenner', 'Janet Ellis', 'Michael Sundin', 'Mark Curry', 'Caron Keating', 'Yvette Fielding', 'Stuart Miles', 'Katy Hill', 'Radzi Chinyanganya', 'Zöe Salmon', 'Barney Harwood', 'Ayo Akinwolere', 'Lindsey Russell', 'Anita West', 'Joel Defries', 'Richie Driss', 'Mwaka Mudenda', ""Romana D'Annunzio"", 'Simon Thomas']",24,"['2', '55', '180', '118', '79', '80', '72', '85', '61', '17', '57', '44', '1', '1', '1', '1', '1', '8', '53', '52', '55', '51', '40', '29']"
2580,Агентство моделей,Models Inc.,Отменен/Закончен,164,3.1,62,7.04,250,6.3,1180,['США'],['Драма'],FOX,21 час 34 минуты,43 мин.,29.06.1994 — 06.03.1995,"['Linda Gray', 'Cassidy Rae', 'Cameron Daddo', 'Carrie-Anne Moss', 'Kylie Travis', 'Brian Gaskill', 'David Goldsmith', 'Teresa Hill', 'Stephanie Romanov', 'Heather Medway', 'Stephanie Romanov', 'Garcelle Beauvais', 'Emma Samms']",1,['29']
2581,Хранитель священного духа,Guardian of the Sacred Spirit,Отменен/Закончен,365,4.09,195,7.746,854,8.2,2717,['Япония'],"['Аниме', ' Фэнтези', ' Приключения']",NHK,10 часов 50 минут,25 мин.,07.04.2007 — 01.09.2007,,1,['26']
2582,Героический век,Heroic Age,Отменен/Закончен,463,3.72,238,6.686,400,7.1,538,['Япония'],"['Фантастика', ' Боевик', ' Аниме', ' Военный']",TV Tokyo,10 часов 50 минут,25 мин.,01.04.2007 — 30.09.2007,"['Masayuki Katō', 'Ami Koshimizu', 'Daisuke Kishio', 'Hiroshi Yazaki', 'Hiroyuki Yoshino', 'Kaori Shimizu', 'Masayuki Katou', 'Miyuki Sawashiro', 'Rie Kugimiya', 'Rina Satou', 'Susumu Chiba', 'Takashi Kondo', 'Takashi Matsuyama', 'Yui Ishikawa', 'Yukana', 'Yukari Tamura', 'Yoshinori Fujita', 'Chihiro Suzuki']",1,['26']
2583,Авария,Collision,Отменен/Закончен,617,3.54,285,7.139,558,7.5,2093,['Великобритания'],"['Криминал', ' Драма']",ITV,3 часа 35 минут,43 мин.,09.11.2009 — 13.11.2009,,1,['5']
2584,По воле неба,Sora no Manimani,Отменен/Закончен,113,3.48,67,6.389,133,6.9,66,['Япония'],"['Комедия', ' Романтика', ' Аниме']",AT-X,5 часов,25 мин.,07.07.2009 — 22.09.2009,,1,['12']
2586,Отдел призраков,The Ghost Squad,Отменен/Закончен,130,3.29,38,6.409,80,7.4,445,['Великобритания'],"['Криминал', ' Драма']",Channel 4,7 часов,50 мин.,15.11.2005 — 27.12.2005,,1,['7']
2587,Чарли Бурман: Любыми средствами,Charley Boorman: By Any Means,Отменен/Закончен,24,4.07,14,,,7.6,441,['Великобритания'],['Путешествия'],BBC TWO,8 часов 36 минут,43 мин.,07.09.2008 — 08.11.2009,['Charley Boorman'],2,"['6', '6']"
2588,Убежденный холостяк,Kekkon Dekinai Otoko,Отменен/Закончен,114,4.14,70,7.801,341,8.0,954,['Япония'],"['Комедия', ' Драма']",Fuji TV,8 часов 36 минут,43 мин.,04.07.2006 — 01.09.2006,,1,['12']
2589,Прикосновение ангела,Touched by an Angel,Отменен/Закончен,85,3.67,12,6.814,416,6.0,7218,['США'],"['Семейный', ' Драма', ' Сверхъестественное']",CBS,6 дней 8 часов 39 минут,43 мин.,21.09.1994 — 27.04.2003,"['Roma Downey', 'Della Reese', 'John Dye', 'Valerie Bertinelli']",9,"['11', '24', '29', '27', '27', '26', '25', '22', '22']"
2590,Моя хранительница Химари,Omamori Himari,Отменен/Закончен,1230,3.67,679,6.386,737,5.6,140,['Япония'],"['Фэнтези', ' Аниме', ' Приключения', ' Комедия']",Chiba TV,5 часов,25 мин.,06.01.2010 — 24.03.2010,"['Daisuke Hirakawa', 'Iori Nomizu', 'Ami Koshimizu', 'Kei Shindou', 'Yuki Matsuoka', 'Keiji Fujiwara', 'Michiko Neya', 'Asuka Ōgame', 'Tatsuhisa Suzuki']",1,['12']
2591,Friends (1979),,Отменен/Закончен,6,0.0,0,,,7.3,56,['США'],['Драма'],ABC,3 часа 35 минут,43 мин.,25.03.1979 — 22.04.1979,"['Karen Morrow', 'Roger Robinson', 'Jill Whelan']",1,['5']
2594,Том и Джерри: Комедийное шоу,The Tom and Jerry Comedy Show,Отменен/Закончен,1735,4.05,1042,7.302,190750,7.6,2527,['США'],"['Мультфильмы', ' Детский', ' Семейный']",CBS,5 часов 30 минут,22 мин.,06.09.1980 — 04.09.1982,"['Frank Welker', 'Lou Scheimer', 'Lou Scheimer']",1,['15']
2595,Найтмэн,NightMan,Отменен/Закончен,295,3.38,138,6.104,1049,5.6,794,['США'],"['Криминал', ' Фэнтези', ' Боевик']",Syndicated,1 день 7 часов 32 минуты,43 мин.,19.09.1997 — 17.05.1999,"['Matt McColm', 'Earl Holliman', 'Derek Webster', 'Derwin Jordan', 'Jayne Heitmeyer', 'Michael Woods', 'Felecia M. Bell']",2,"['22', '22']"
2596,Телепузики,Teletubbies,Отменен/Закончен,822,2.89,526,2.025,19961,3.7,7907,['Великобритания'],['Детский'],Cbeebies,5 дней 3 часа 12 минут,22 мин.,31.03.1997 — 11.01.2001,"['Mark Heenehan', 'John Simmit', 'Nikky Smedley', 'Pui Fan Lee']",13,"['40', '20', '40', '30', '40', '20', '40', '20', '10', '20', '20', '20', '16']"
2597,Полицейская академия,Police Academy: The Animated Series,Отменен/Закончен,126,3.7,54,5.201,671,5.6,878,['США'],"['Комедия', ' Криминал']",Syndicated,23 часа 50 минут,22 мин.,10.09.1988 — 04.02.1989,,2,"['26', '39']"
2598,Оскар,Oscars,Сериал продолжается,566,3.87,295,,,,,['США'],"['Таланты', ' Знаменитости', ' Музыкальный']",ABC,8 дней 18 часов 30 минут,180 мин.,19.03.1953 — ...,"['Bob Hope', 'Billy Crystal', 'Johnny Carson', 'Whoopi Goldberg', 'Jack Lemmon', 'Chris Rock', 'Steve Martin', 'Jerry Lewis', 'David Niven', 'Ellen DeGeneres', 'Jon Stewart', 'Chevy Chase', 'Goldie Hawn', 'Jane Fonda', 'Walter Matthau', 'Richard Pryor', 'Fredric March', 'Frank Sinatra', 'Sammy Davis, Jr.', 'Jimmy Kimmel', 'Neil Patrick Harris', 'Seth MacFarlane', 'Anne Hathaway', 'James Franco', 'Alec Baldwin', 'Hugh Jackman', 'David Letterman', 'Paul Hogan', 'Robin Williams', 'Alan Alda', 'Dudley Moore', 'Liza Minnelli', 'Conrad Nagel', ""Donald O'Connor"", 'Thelma Ritter', 'Claudette Colbert', 'Joseph L. Mankiewicz', 'Celeste Holm', 'James Stewart', 'Rosalind Russell', 'Tony Randall', 'Mort Sahl', 'Laurence Olivier', 'Helen Hayes', 'Alan King', 'Carol Burnett', 'Michael Caine', 'Charlton Heston', 'Rock Hudson', 'John Huston', 'Burt Reynolds', 'Diana Ross', 'Shirley MacLaine', 'Gene Kelly', 'George Segal', 'Robert Shaw', 'Warren Beatty', 'Ellen Burstyn', 'Clarence Nash', 'Wanda Sykes', 'Amy Schumer', 'Regina Hall']",70,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
2599,Киборг 009,Cyborg 009,Отменен/Закончен,66,2.81,21,,,6.3,50,['Япония'],"['Аниме', ' Приключения', ' Фантастика']",NHK,10 часов 50 минут,25 мин.,01.04.1968 — 01.09.1968,,1,['26']
2600,"Вперед, в Дакар!",Race to Dakar,Отменен/Закончен,32,4.22,18,7.673,132,7.9,846,['Великобритания'],['Приключения'],sky 2,5 часов 1 минута,43 мин.,17.10.2006 — 28.11.2006,['Charley Boorman'],1,['7']
2602,Я тихо прошепчу,Sasameki Koto,Отменен/Закончен,314,3.64,148,5.886,180,6.8,268,['Япония'],"['Аниме', ' Драма', ' Романтика']",TV Tokyo,5 часов 25 минут,25 мин.,07.10.2009 — 30.12.2009,"['Ayahi Takagaki', 'Megumi Takamoto', 'Ayaka Shimizu', 'Chiwa Saito', 'Emiri Katō', 'Hitomi Harada', 'Mayuki Makiguchi', 'Wataru Hatano']",1,['13']
2604,Провода,Wired,Отменен/Закончен,58,3.6,20,,,6.5,273,['Великобритания'],"['Криминал', ' Драма', ' Триллер']",ITV,3 часа,60 мин.,13.10.2008 — 27.10.2008,,1,['3']
2605,Блассрейтер,Blassreiter,Отменен/Закончен,697,3.64,373,6.777,670,6.7,249,['Япония'],"['Боевик', ' Аниме', ' Ужасы', ' Фантастика']",TV Kanagawa,8 часов 48 минут,22 мин.,05.04.2008 — 28.09.2008,"['Masaya Matsukaze', 'Shizuka Itou']",1,['24']
2606,Приключения Тедди Ракспина,The Adventures of Teddy Ruxpin,Отменен/Закончен,30,3.92,12,7.282,139,7.3,693,['США'],"['Приключения', ' Детский', ' Семейный']",Syndicated,23 часа 50 минут,22 мин.,14.09.1987 — 13.12.1987,"['Phil Baron', 'Will Ryan', 'John Stocker']",1,['65']
2608,Кристи,Christy,Отменен/Закончен,28,4.43,7,,,7.7,1267,['США'],"['Драма', ' Семейный']",CBS,21 час,60 мин.,03.04.1994 — 02.08.1995,"['Kellie Martin', 'Stewart Finlay-McLennan', 'Tyne Daly', 'Randall Batinkoff']",2,"['8', '13']"
2609,"Лулу, ангел цветов",Hana no Ko Lunlun,Отменен/Закончен,124,4.2,59,7.775,419,7.5,226,['Япония'],"['Детский', ' Аниме', ' Фэнтези']",TV Asahi,20 часов,24 мин.,09.02.1979 — 08.02.1980,,1,['50']
2610,Мальчишки есть мальчишки,Boys Be...,Отменен/Закончен,98,3.1,48,6.05,107,6.1,181,['Япония'],"['Романтика', ' Аниме', ' Драма']",WOWOW,5 часов 25 минут,25 мин.,11.04.2000 — 29.04.2000,,1,['13']
2611,Титаны,Titans,Отменен/Закончен,101,3.69,32,6.692,958,5.9,293,['США'],"['Драма', ' Романтика']",NBC,10 часов 2 минуты,43 мин.,04.10.2000 — 02.04.2001,"['Casper Van Dien', 'Yasmine Bleeth', 'John Barrowman', 'Lourdes Benedicto', 'Elizabeth Bogush', 'Josie Davis', 'Victoria Principal', 'Ingo Rademacher', 'Jason George', 'Kevin Zegers', 'Jack Wagner', 'Perry King']",1,['14']
