show_id,title,original_title,status,auditory,rating_myshows,rating_count,rating_kinopoisk,kinopoisk_count,rating_imdb,imdb_count,country,genre,channel,total_length,episode_length,dates,actors,seasons,episodes_in_season
7794,From G's to Gents,,Отменен/Закончен,6,3.0,1,,,4.7,237,['США'],['Мода/Make-up'],MTV,16 часов 33 минуты,43 мин.,15.07.2008 — 14.04.2009,,2,"['11', '11']"
7797,The Best Thing I Ever Ate,,Сериал продолжается,6,0.0,0,,,6.9,283,['США'],['Еда'],Food Network,3 дня 13 часов,30 мин.,21.06.2009 — 05.12.2011,,13,"['10', '13', '13', '14', '13', '7', '12', '18', '17', '17', '14', '9', '13']"
7803,Церемония вручения премии CMT Music Awards,CMT Music Awards,Сериал продолжается,12,3.5,4,,,,,['США'],['Музыкальный'],Country Music Television,2 дня 7 часов 33 минуты,120 мин.,12.06.2002 — ...,"['Jeff Foxworthy', 'Kristen Bell', 'Toby Keith', 'Kid Rock', 'Erin Andrews', 'Dolly Parton', 'Bill Engvall', 'Kathy Najimy', 'Pamela Anderson', 'Billy Ray Cyrus', 'Miley Cyrus', 'Jason Aldean', 'Brittany Snow', 'J.J. Watt', 'Mark Miller', 'Charles Esten', 'Larry Gatlin', 'The Statler Brothers', 'Sylvia', 'Roy Clark', 'Marie Osmond', 'John Schneider', 'Mel Tillis', 'Johnny Cash', 'Hank Williams Jr.', 'Jimmy Dean', 'Barbara Mandrell', 'Tanya Tucker', 'Alan Jackson', 'Billy Dean', 'Waylon Jennings', 'Michelle Wright', 'Marty Stuart', 'Martina McBride', 'Lorrie Morgan', 'George Jones', 'LeAnn Rimes', 'Randy Travis', 'Terry Bradshaw', 'Lee Ann Womack']",21,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '2', '2', '3', '4', '2', '2', '1', '1', '1', '1']"
7812,Killinaskully,,Отменен/Закончен,6,1.0,1,,,6.6,245,['Ирландия'],['Комедия'],RTÉ One,10 часов 16 минут,22 мин.,30.12.2003 — 26.12.2008,,4,"['7', '7', '7', '7']"
7828,Первая любовь,First Love (KR),Отменен/Закончен,12,2.0,1,,,7.8,52,['Южная Корея'],['Драма'],KBS2,3 дня 16 часов,80 мин.,09.09.1996 — 01.04.1997,"['Choi Ji Woo', 'Lee Seung Yun', 'Choi Soo Jong', 'Bae Yong Jun']",1,['66']
7829,Подарок,Gift (KR),Отменен/Закончен,5,2.0,1,,,,,['Южная Корея'],"['Драма', ' Семейный']",MBC,1 день,80 мин.,27.02.2002 — 01.04.2002,,1,['18']
7830,Снежная королева,The Snow Queen (KR),Отменен/Закончен,112,3.73,44,7.38,191,7.8,216,['Южная Корея'],['Драма'],KBS2,16 часов,60 мин.,13.11.2006 — 08.01.2007,"['Hyun Bin', 'Sung Yoo Ri']",1,['16']
7832,Идеальная любовь,Perfect Love (KR),Отменен/Закончен,16,5.0,3,,,,,['Южная Корея'],['Драма'],SBS,17 часов 12 минут,43 мин.,04.10.2003 — 01.01.2004,,1,['24']
7836,BBC: Планеты,The Planets (1999),Отменен/Закончен,78,4.16,31,8.27,580,8.5,1499,['Великобритания'],"['Образовательный', ' Научный']",BBC TWO,6 часов 40 минут,50 мин.,29.04.1999 — 17.06.1999,['Mark Hailley'],1,['8']
7839,Незнакомцы с конфеткой,Strangers with Candy,Отменен/Закончен,58,3.93,14,4.999,110,8.1,6166,['США'],['Комедия'],Comedy Central,11 часов,22 мин.,07.04.1999 — 02.10.2000,"['Amy Sedaris', 'Stephen Colbert', 'Greg Hollimon', 'Paul Dinello', 'Deborah Rush', 'Maria Thayer', 'Larc Spies', 'Sarah Thyre', 'Dolores Duffy', 'Orlando Abdo Pabotoy', 'Roberto Gari']",3,"['10', '10', '10']"
7841,Один на один с природой,Alone in the Wild,Отменен/Закончен,42,3.95,21,7.907,170,7.2,230,['Великобритания'],['Приключения'],National Geographic Channel,3 часа 16 минут,49 мин.,16.09.2009 — 07.10.2009,['Ed Wardle'],1,['4']
7845,Ант и Дек: Готовая еда субботним вечером,Ant & Dec's Saturday Night Takeaway,Сериал продолжается,20,3.13,8,6.583,156,6.1,1695,['Великобритания'],"['Комедия', ' Семейный']",ITV,6 дней 6 часов 40 минут,60 мин.,08.06.2002 — ...,"['Declan Donnelly', 'Ant McPartlin']",18,"['6', '11', '6', '6', '11', '6', '6', '6', '6', '7', '7', '7', '7', '9', '6', '7', '7', '7']"
7847,Расколотый,Shattered (2010),Отменен/Закончен,358,3.26,167,6.414,215,6.2,368,['Канада'],"['Семейный', ' Детектив', ' Драма', ' Криминал', ' Триллер']",Global,9 часов 32 минуты,44 мин.,01.09.2010 — 04.02.2011,,1,['13']
7848,The Kilborn File,,Отменен/Закончен,5,3.0,1,,,6.3,77,['США'],"['Семейный', ' Интервью', ' Мода/Make-up', ' Комедия', ' Знаменитости', ' Стиль жизни']",FOX,11 часов,22 мин.,28.06.2010 — 06.08.2010,,1,['30']
7849,Прямой эфир из каморки артистов,Live from the Artists Den,Сериал продолжается,7,4.0,2,,,8.1,43,['США'],['Музыкальный'],PBS,2 дня 10 часов 3 минуты,43 мин.,01.02.2009 — ...,,13,"['13', '7', '7', '10', '7', '7', '6', '4', '4', '4', '4', '4', '4']"
7852,Терьеры,Terriers,Отменен/Закончен,1339,3.74,664,7.465,683,8.4,10862,['США'],"['Комедия', ' Драма', ' Криминал']",FX,9 часов 19 минут,43 мин.,08.09.2010 — 01.12.2010,"['Donal Logue', 'Jamie Denbo', 'Kimberly Quinn', 'Laura Allen', 'Michael Raymond-James', 'Rockmond Dunbar']",1,['13']
7854,The Apprentice: Martha Stewart,,Отменен/Закончен,5,5.0,1,,,3.4,258,['США'],,NBC,13 часов,60 мин.,21.09.2005 — 21.12.2005,['Martha Stewart'],1,['13']
7855,Ученик: Вы уволены!,The Apprentice: You're Fired,Сериал продолжается,10,0.0,0,,,5.8,224,['Великобритания'],,BBC TWO,2 дня 19 часов 10 минут,31 мин.,22.02.2006 — ...,"['Dara Ó Briain', 'Adrian Chiles', 'Rhod Gilbert', 'Tom Allen', 'Jack Dee']",15,"['11', '12', '13', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12']"
7856,The Apprentice Australia,,Отменен/Закончен,3,0.0,0,,,5.3,27,['Австралия'],,Nine Network,8 часов 36 минут,43 мин.,28.09.2009 — 23.11.2009,"['Mark Bouris', 'Andrew Daddo', 'Brad Seymour', 'Diane Stone']",1,['12']
7858,Ты прекрасен!,You're Beautiful,Отменен/Закончен,8873,4.22,5028,8.311,13189,7.7,4770,['Южная Корея'],"['Комедия', ' Драма', ' Романтика']",SBS,17 часов 36 минут,66 мин.,07.10.2009 — 26.11.2009,"['Jang Geun Suk', 'Jung Yong Hwa', 'Lee Hong Ki', 'Park Shin Hye', 'Kim In Kwon']",1,['16']
7860,Shadows of Fear,,Отменен/Закончен,9,3.0,2,,,7.5,95,['Великобритания'],"['Триллер', ' Ужасы', ' Сверхъестественное']",ITV London,11 часов,60 мин.,17.06.1970 — 16.03.1971,,1,['11']
7876,Супершоу супер братьев Марио,The Super Mario Bros. Super Show!,Отменен/Закончен,61,2.36,22,5.251,292,6.2,4383,['США'],"['Комедия', ' Приключения', ' Детский']",Syndicated,23 часа 50 минут,22 мин.,04.09.1989 — 01.12.1989,"['Lou Albano', 'Danny Wells', 'Jeannie Elias', 'Harvey Atkin', 'John Stocker']",1,['65']
7881,Укрощение строптивых,Aussie Ladette to Lady,Отменен/Закончен,25,3.0,8,5.486,159,7.7,35,['Австралия'],['Стиль жизни'],Nine Network,4 часа 46 минут,22 мин.,16.02.2009 — 17.11.2009,"['Rosemary Shrager', 'Gill Harbord', 'Emily Biggs', 'Kristyn Gohrt', 'Maria De Corrado', 'Nicole Mitchell', 'Sarah Brunton', 'Bianca Stevens', 'Zoe Irons', 'Skye Harper', 'Donnelle', 'Jessica', 'Kaila', 'Kelly', 'Kerryn', 'Shari', 'Samantha', 'Letisha']",2,"['7', '6']"
7887,Новые приключения Лэсси,The New Lassie,Отменен/Закончен,199,4.0,101,6.208,1001,6.2,468,['США'],['Драма'],Syndicated,17 часов 36 минут,22 мин.,09.09.1989 — 15.02.1992,"['Dee Wallace', 'Wendy Cox', 'Will Estes', 'Christopher Stone', 'Jon Provost']",2,"['25', '23']"
7894,Стингрей,Stingray (1985),Отменен/Закончен,24,4.0,5,,,7.5,809,['США'],"['Боевик', ' Приключения', ' Криминал', ' Драма']",NBC,17 часов 55 минут,43 мин.,14.07.1985 — 08.05.1987,['Nick Mancuso'],2,"['10', '15']"
7899,Дети камней,Children of the Stones,Отменен/Закончен,24,3.0,8,,,7.6,761,['Великобритания'],"['Приключения', ' Драма', ' Ужасы', ' Детектив', ' Фантастика']",ITV,3 часа 30 минут,30 мин.,10.01.1977 — 21.02.1977,,1,['7']
7905,Шоу Джорджа Карлина,The George Carlin Show,Отменен/Закончен,79,3.88,26,,,7.5,479,['США'],['Комедия'],FOX,9 часов 54 минуты,22 мин.,16.01.1994 — 16.07.1995,"['George Carlin', 'Alex Rocco', 'Paige French', 'Anthony Starke', 'Christopher Rich', 'Mike Hagerty']",2,"['14', '13']"
7913,Аллисон и Лилия,Allison & Lillia,Отменен/Закончен,157,3.87,69,6.263,178,7.5,76,['Япония'],"['Приключения', ' Аниме', ' Романтика']",NHK,9 часов 32 минуты,22 мин.,03.04.2008 — 02.10.2008,"['Hiroyuki Yoshino', 'Motoko Kumai', 'Nana Mizuki', 'Nana Mizuki', 'Chiwa Saito', 'Hideyuki Tanaka', 'Houko Kuwashima', 'Kouichi Yamadera', 'Mamiko Noto', 'Mamiko Noto', 'Fujita Toshiko', 'Toshiyuki Morikawa']",1,['26']
7920,Кунг-фу,Kung Fu,Отменен/Закончен,65,3.47,15,7.156,339,7.6,6228,['США'],"['Драма', ' Боевик', ' Приключения']",ABC,1 день 21 час 9 минут,43 мин.,14.10.1972 — 28.06.1975,"['David Carradine', 'Keye Luke', 'Radames Pera', 'Philip Ahn', 'Keith Carradine', 'Harrison Ford', 'John Blyth Barrymore', 'Leslie Nielsen']",3,"['16', '23', '24']"
7921,How Do I Look?,,Сериал продолжается,18,3.0,2,,,5.9,246,['США'],['Мода/Make-up'],Esquire Network,5 дней 9 часов,60 мин.,16.01.2004 — ...,,6,"['7', '20', '8', '25', '42', '27']"
7922,How to Get What You Want,,Сериал продолжается,3,0.0,0,,,,,['Великобритания'],['Стиль жизни'],sky 1,5 часов 44 минуты,43 мин.,15.02.2010 — ...,,1,['8']
7923,How to Get the Guy,,Отменен/Закончен,6,0.0,0,,,6.4,26,['США'],['Романтика'],ABC,3 часа 35 минут,43 мин.,12.06.2006 — 03.07.2006,,1,['5']
7932,Усопшие,Shiki,Отменен/Закончен,6761,4.02,3509,7.685,5514,7.6,3427,['Япония'],"['Фэнтези', ' Аниме', ' Триллер', ' Детектив']",Fuji TV,10 часов,25 мин.,08.07.2010 — 30.12.2010,"['Kouki Uchiyama', 'Kazuyuki Okitsu', 'Tōru Ōkawa', 'Aoi Yūki', 'Haruka Tomatsu', 'Nobuhiko Okamoto', 'Wataru Takagi', 'Ai Orikasa', 'Sasaki Nozomi', 'Keiko Kawakami', 'Haruka Nagashima', 'Miki Itou', 'Daisuke Endou', 'Kōji Ishii', 'Shinya Takahashi', 'Yasuaki Takumi', 'Yuka Saitou', 'Eiji Maruyama', 'Miki Narahashi', 'Yuko Mizutani', 'Mayu Iino']",1,['24']
7935,Это лучше не носить,What Not To Wear (US),Отменен/Закончен,71,3.65,26,6.208,149,6.9,1833,['США'],"['Сделай сам', ' Мода/Make-up']",TLC,11 дней 1 час 10 минут,43 мин.,18.01.2003 — 18.10.2013,,10,"['10', '49', '67', '31', '45', '44', '27', '43', '28', '26']"
7936,Эволюция,Alienators: Evolution Continues,Отменен/Закончен,136,3.94,53,6.258,368,5.3,159,['США'],"['Боевик', ' Мультфильмы', ' Фантастика']",FOX,9 часов 32 минуты,22 мин.,15.09.2001 — 18.05.2002,,1,['26']
7940,Весна О Даль Чжи,Dal Ja's Spring,Отменен/Закончен,111,4.06,62,7.215,131,7.6,99,['Южная Корея'],"['Комедия', ' Драма', ' Романтика']",KBS2,1 день 1 час 40 минут,70 мин.,03.01.2007 — 15.03.2007,"['Gong Hyung Jin', 'Lee Hye Young', 'Chae Rim', 'Lee Min Ki', 'Lee Hyun Woo']",1,['22']
7954,Jerseylicious,,Отменен/Закончен,4,0.0,0,,,4.1,752,['США'],"['Образовательный', ' Сделай сам', ' Мода/Make-up', ' Семейный', ' Комедия']",Esquire Network,3 дня 6 часов 39 минут,43 мин.,21.03.2010 — 22.09.2013,,6,"['8', '24', '23', '24', '20', '10']"
7959,Real Simple. Real Life.,,Отменен/Закончен,4,5.0,1,,,,,['США'],['Мода/Make-up'],TLC,7 часов 10 минут,43 мин.,17.10.2008 — 02.01.2009,,1,['10']
7972,Всё о Микки Маусе,Mickey Mouse Works,Отменен/Закончен,323,3.95,192,6.2,231,7.1,393,['США'],"['Комедия', ' Детский']",ABC,1 день 13 часов 46 минут,22 мин.,01.05.1999 — 16.12.2000,"['Quinton Flynn', 'Wayne Allwine', 'Russi Taylor', 'Tony Anselmo', 'Tress MacNeille', 'Bill Farmer', 'Bill Farmer', 'Corey Burton']",3,"['57', '41', '5']"
7975,Эстафета,Baton,Отменен/Закончен,25,3.31,13,6.717,85,5.7,146,['Япония'],"['Аниме', ' Драма', ' Приключения', ' Фантастика', ' Боевик']",CBC,2 часа 30 минут,50 мин.,28.04.2009 — ...,,1,['3']
7980,Отомен,Otomen,Отменен/Закончен,183,3.56,109,7.063,189,7.0,63,['Япония'],"['Комедия', ' Драма', ' Романтика']",Fuji TV,7 часов 58 минут,36 мин.,01.08.2009 — 03.11.2009,"['Okada Masaki', 'Ryo Kimura', 'Takatsuki Sara', 'Shingo Tsurumi', 'Kiritani Mirei', 'Koji Seto', 'Sano Kazuma', 'Ichikawa Tomohiro', 'Takada Nobuhiko', 'Yamamoto Mirai', 'Yanagihara Kanako', 'Kaho', 'Emi Takei']",2,"['8', '4']"
7984,Кейт и восемь детей,Kate Plus 8,Отменен/Закончен,78,3.75,32,,,2.2,193,['США'],['Семейный'],TLC,1 день 15 часов 11 минут,22 мин.,30.08.2010 — 24.07.2017,['Kate Gosselin'],6,"['9', '18', '8', '8', '8', '4']"
7986,Cocktail Kings,,Отменен/Закончен,4,0.0,0,,,,,['США'],['Кулинарный/Еда'],Travel Channel,2 часа 12 минут,22 мин.,01.04.2006 — ...,,1,['6']
7989,Ночная галерея,Night Gallery,Отменен/Закончен,103,4.21,14,6.37,201,7.9,5584,['США'],"['Драма', ' Ужасы', ' Сверхъестественное']",NBC,3 дня 5 часов 17 минут,50 мин.,08.11.1969 — 03.06.1973,['Rod Serling'],3,"['17', '64', '17']"
7995,Бархатные пальчики,Fingersmith,Отменен/Закончен,875,3.89,358,7.554,2335,7.8,9075,['Великобритания'],"['Криминал', ' Драма']",BBC One,3 часа,60 мин.,27.03.2005 — 10.04.2005,"['Sally Hawkins', 'Elaine Cassidy', 'Rupert Evans', 'Charles Dance', 'Imelda Staunton', 'David Troughton', 'Polly Hemingway', 'Stephanie Middleton']",1,['3']
7998,Показ мод Victoria's Secret,Victoria's Secret Fashion Show,Отменен/Закончен,308,4.45,184,7.332,160,7.4,319,['США'],"['Знаменитости', ' Мода/Make-up', ' Стиль жизни', ' Музыкальный', ' Таланты']",CBS,18 часов 38 минут,43 мин.,03.02.1999 — 02.12.2018,,24,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '2', '1', '1']"
7999,Brothers (US),,Отменен/Закончен,11,4.25,4,,,8.0,382,['США'],['Комедия'],SHOWTIME,1 день 17 часов 48 минут,22 мин.,13.07.1984 — 05.05.1989,"['Robert Walden', 'Paul Regina', 'Brandon Maggart', 'Robin Riker', 'Hallie Todd', 'Philip Charles MacKenzie']",5,"['14', '25', '25', '25', '25']"
8002,The Girls of Hedsor Hall,,Отменен/Закончен,23,3.1,10,,,5.2,75,['США'],"['Стиль жизни', ' Молодежный']",MTV,5 часов 44 минуты,43 мин.,09.02.2009 — 04.04.2009,,1,['8']
8016,Охотники за элементами,Elementhunters,Отменен/Закончен,37,2.64,11,,,7.5,21,['Япония'],"['Приключения', ' Аниме', ' Фантастика']",NHK,14 часов 18 минут,22 мин.,04.07.2009 — 27.03.2010,"['Atsuko Enomoto', 'Houko Kuwashima', 'Yūtarō Honjō', 'Akio Suyama', 'Nozomu Sasaki', 'Rie Yamaguchi', 'Rikiya Koyama', 'Rin Mizuhara', 'Sanae Kobayashi', 'Sara Nakayama']",1,['39']
8035,Королева,The Queen,Отменен/Закончен,64,4.29,7,,,7.3,145,['Великобритания'],"['Драма', ' Исторический']",Channel 4,3 часа 35 минут,43 мин.,29.11.2009 — 03.12.2009,,1,['5']
8036,По следам призраков,Ghost Hunters International,Отменен/Закончен,213,3.53,70,7.963,239,5.5,1395,['США'],['Сверхъестественное'],SyFy,1 день 20 часов 26 минут,43 мин.,09.01.2008 — 04.04.2012,,3,"['23', '26', '13']"
8037,Оккультная академия,Seikimatsu Occult Gakuin,Отменен/Закончен,1032,3.68,538,6.574,516,6.6,193,['Япония'],"['Аниме', ' Боевик', ' Ужасы', ' Фантастика']",TV Tokyo,5 часов 41 минута,25 мин.,06.07.2010 — 28.09.2010,,1,['17']
8040,Битвы богов,Clash of the Gods,Отменен/Закончен,273,3.7,81,6.973,129,7.7,849,['США'],['Исторический'],History,7 часов 10 минут,43 мин.,03.08.2009 — 12.10.2009,['Stan Bernard'],1,['10']
8049,Упавшая с небес,Sora no Otoshimono,Отменен/Закончен,2096,3.8,1108,7.219,1422,7.2,1888,['Япония'],"['Фэнтези', ' Аниме', ' Приключения', ' Комедия']",Chiba TV,12 часов 4 минуты,25 мин.,05.10.2009 — 01.01.2014,"['Sōichiro Hoshi', 'Tatsuhisa Suzuki', 'Iori Nomizu', 'Ayahi Takagaki', 'Saori Hayami', 'Mina']",2,"['14', '14']"
8054,Космический призрак,Space Ghost and Dino Boy,Отменен/Закончен,67,2.95,21,,,7.3,1875,['США'],"['Фантастика', ' Фэнтези']",CBS,22 часа,22 мин.,10.09.1966 — 24.12.1996,"['Gary Owens', 'Ginny Tyler', 'Tim Matheson', 'Don Messick']",2,"['54', '6']"
8055,Титус: Правитель гаража,Titus,Отменен/Закончен,56,3.64,25,6.001,91,7.6,5859,['США'],"['Комедия', ' Драма']",FOX,19 часов 48 минут,22 мин.,20.03.2000 — 12.08.2002,"['Christopher Titus', 'Zack Ward', 'Cynthia Watros', 'Stacy Keach', 'David Shatraw', 'Rachel Roth']",3,"['9', '24', '21']"
8061,Член школьного совета,Seitokai Yakuindomo,Отменен/Закончен,1771,3.77,872,6.784,1246,7.1,636,['Япония'],"['Комедия', ' Аниме']",TV Kanagawa,17 часов 5 минут,25 мин.,04.07.2010 — 21.07.2017,"['Yōko Hikasa', 'Satomi Arai', 'Asami Shimoda', 'Emiri Katō', 'Mutsumi Tamura', 'Chiaki Omigawa', 'Teramoto Yukika', 'Chika Anzai', 'Miyu Matsuki', 'Minoru Shiraishi', 'Yu Kobayashi', 'Sayuri Yahagi', 'Satomi Sato', 'Shintaro Asanuma']",2,"['21', '20']"
8062,Внук Нурарихёна,Nurarihyon no Mago,Отменен/Закончен,2671,4.16,1246,7.714,2147,7.5,757,['Япония'],"['Приключения', ' Аниме', ' Боевик', ' Фэнтези']",Yomiuri TV,21 час 15 минут,25 мин.,05.07.2010 — 25.12.2011,"['Jun Fukuyama', 'Aya Hirano', 'Ai Maeda', 'Chikao Ōtsuka', 'Ami Koshimizu', 'Hiro Shimono', 'Hiroki Yasumoto', 'Hiroyuki Yoshino', 'Jouji Nakata', 'Junji Majima', 'Kishō Taniyama', 'Kousuke Toriumi', 'Sōichiro Hoshi', 'Takahiro Sakurai', 'Yui Horie', 'Kana Asumi', 'Ishii, Makoto', 'Yabe, Masahito', 'Risa Mizuno', 'Miyu Irino', 'Nobuhiko Okamoto', 'Shinpachi Tsuji', 'Tetsuya Kakihara', 'Yumi Kakazu', 'Tomokazu Sugita', 'Mana Hirata']",2,"['25', '26']"
8064,Дастардли и Маттли и их летающие машины,Dastardly & Muttley in Their Flying Machines,Отменен/Закончен,68,3.27,30,,,7.1,3661,['США'],['Детский'],CBS,18 часов 42 минуты,22 мин.,13.09.1969 — 03.01.1970,"['Paul Winchell', 'Don Messick']",1,['51']
8067,"Толстяк, попавший в интернет",Fat Guy Stuck in Internet,Отменен/Закончен,71,2.54,24,,,5.5,360,['США'],"['Комедия', ' Мультфильмы для взрослых']",Adult Swim,2 часа 30 минут,15 мин.,13.05.2007 — 17.08.2008,,1,['10']
8068,"Богач, бедняк","Rich Man, Poor Man",Отменен/Закончен,22,3.33,3,6.858,169,8.2,3115,['США'],['Драма'],ABC,1 день 10 часов,60 мин.,01.02.1976 — 08.03.1977,"['Peter Strauss', 'Kay Lenz', 'Gregg Henry']",2,"['12', '22']"
8069,"Rich Man, Poor Man - Book II",,Отменен/Закончен,7,2.0,1,,,7.5,764,['США'],['Драма'],ABC,17 часов 3 минуты,43 мин.,21.09.1976 — 08.03.1977,,1,['22']
8073,Модели подиума,Models of the Runway,Отменен/Закончен,71,3.14,44,4.997,202,4.5,118,['США'],"['Знаменитости', ' Семейный', ' Мода/Make-up', ' Стиль жизни']",Lifetime,14 часов,30 мин.,20.08.2009 — 22.04.2010,,2,"['14', '14']"
8076,Катастрофа,Casualty,Сериал продолжается,141,3.76,17,6.899,317,6.0,3100,['Великобритания'],"['Медицинский', ' Драма']",BBC One,1 месяц 13 дней 21 час 38 минут,50 мин.,06.09.1986 — ...,"['Derek Thompson', 'Suzanne Packer', 'Ian Bleasdale', 'Jane Hazlegrove', 'Tony Marshall', 'Charles Dale', 'Sunetra Sarker', 'Matt Bardock', 'Cathy Shipton', 'Simon MacCorkindale', 'Amanda Mealing', 'James Redmond', 'Patrick Robinson', 'Georgia Taylor', 'Tristan Gemmill', 'Janine Mellor', 'Susan Cookson', 'Michael French', 'Sam Grey', 'Kwame Kwei-Armah', 'Amanda Henderson', 'William Beck', 'Ben Turner', 'Matthew Wait', 'Azuka Oforka', 'Elyes Gabel', 'George Rainsford', 'Steven Miller', 'Christine Stephen-Daly', 'Kelly Harrison', 'Luke Bailey', 'Sarah Manners', 'Robert Gwilym', 'Donna Alexander', 'Michael Stevenson', 'Rebekah Gibbs', 'Louise Brealey', 'Christopher Colquhoun', 'Gillian Kearney', 'Rebecca Wheatley', 'Leanne Wilson', 'Jan Anderson', 'Lee Mead', 'Zita Sattar', 'Jamie Davis', 'Alex Walkinshaw', 'Sophia Di Martino', 'Georgina Bouzova', 'Crystal Yu', 'Claire Goose', 'Clive Mantle', 'Chloe Howman', 'Jonathan Kerrigan', 'Richard Winsor', 'Charlotte Salt', 'Sorcha Cusack', 'Sue Devaney', 'Christine Tremarco', 'Ben Price', 'Daniel Rymer', 'Will Mellor', 'Caroline Webster', 'Ian Kelsey', 'Kip Gamblin', 'Lisa Coleman', 'Jason Merrells', 'Lisa Coleman', 'Brenda Fricker', 'Oliver Coleman', 'Michael Obiora', 'Abdul Salis', 'Lee Warburton', 'Matthew Needham', 'Gerald Kyd', 'Maxwell Caulfield', 'Sandra Huggett', 'Vincenzo Pellegrino', 'Chucky Venn', 'Will Sharpe', 'Ben Keaton', 'Jane Gurnett', 'Ivana Basic', 'Rebecca Lacey', 'Di Botcher', 'Will Thorp', 'Pal Aron', 'Kirsty Mitchell', ""Gray O'Brien"", 'Ronnie McCann', 'Lucy Gaskell', 'Joanne King', 'Anne Kristen', 'Nigel Le Vaillant', 'Jason Durr', 'Paterson Joseph', 'Robson Green', 'Christopher Rozycki', 'Gemma Atkinson', 'Philip Bretherton', 'William Gaminara', 'Barbara Marten', 'Daphne Alexander', 'Michelle Butterly', 'Madeleine Mantock', 'Eddie Nestor', 'Laura Aikman', 'Bernard Gallagher', 'Shaheen Jafargholi', 'Elinor Lawless', 'Hasina Haque', 'Maureen Beattie', 'Holly Davidson', 'Neet Mohan', 'Doña Croll', 'Mamta Kaash', 'Debbie Roza', 'Richard Dillane', 'Grant Masters', 'Geoffrey Leesley', 'Milo Clarke', 'Joan Oliver', 'Peter Birch', 'Ganiat Kasumu', 'Naoko Mori', 'Jason Riddington', 'Emma Bird', 'Craig Kelly', ""Steven O'Donnell"", 'Peter Guinness', 'Tom Chambers', 'Mark Bonnar', 'Judy Loe', 'Caroline Langrishe', 'Steven Brand', 'Lizzy McInnerny', 'Suzanna Hamilton', 'Susan Franklyn', 'Robert Pugh', 'Osi Okerafor', 'Arin Smethurst', 'Ella Wilder', ""Peter O'Brien"", 'Orlando Seale', 'Russell Boulter', 'Oliver Parker', 'Keiron Forsyth', 'Maria Friedman', 'Stirling Gallacher', ""Maureen O'Brien"", 'Helena Little', 'Lisa Bowerman', 'George Harris', 'Gemma-Leah Devereux', 'Tara Moran', ""Brendan O'Hea"", 'Robert Daws', 'Guy Henry', 'Uriel Emil', ""Olivia D'Lima"", 'Adele James', 'Tam Hoskyns', 'Belinda Davidson', 'Vivienne McKone', 'Shalisha James-Davis', 'Cheryl Campbell', 'Peter England', 'Samantha Edmonds', 'Shaheen Khan', 'Martin Ball', 'Jacey Salles', 'Robert Duncan', 'Maggie McCarthy', 'Paul Lacoux', 'Carol Leader', 'Gabriella Leon', 'Paul Fox', 'Nicole Faraday', 'Adie Allen', 'Eamon Boland', 'Julie Graham', 'Kate Hardie', 'Christopher Guard', 'Julia Watson', 'Joanna Foster', 'Amy Robbins', 'David Ryall', 'John Michie', 'Daniel Anthony', 'Elizabeth Carling', 'Jaye Griffiths', 'Lloyd Everitt', 'Chelsea Halfpenny', 'Rosie Marcel', ""Dhafer L'Abidine"", 'Emily Dormer', 'Fiona Gillies', 'Bobby Lockwood', 'David Paisley', 'Vas Blackwood', 'Hugh Quarshie', 'Nicola Stephenson', 'Jaye Jacobs', 'Paul Bradley', 'Ian Aspinall', 'Martina Laird', 'Sharon D. Clarke', 'Stella Gonet', 'Marcus Griffiths', 'Adjoa Andoh', 'Luisa Bradshaw-White', 'George Irving', 'Dominic Jephcott', 'Kim Vithana', 'Kelly Adams', 'Hannah Spearritt', 'Genesis Lynea', 'Belinda Owusu', 'Bob Barrett', 'Catherine Russell', 'Chizzy Akudolu', 'Hari Dhillon', 'Jo Martin', 'Kaye Wragg', 'Nic Jackman']",37,"['15', '15', '10', '12', '13', '15', '24', '24', '24', '24', '24', '26', '28', '30', '36', '40', '40', '46', '50', '51', '48', '48', '48', '48', '47', '43', '47', '51', '46', '43', '44', '44', '46', '43', '30', '44', '8']"
8082,Is She Really Going Out with Him?,,Отменен/Закончен,7,2.67,3,,,6.2,67,['США'],"['Комедия', ' Романтика', ' Отношения']",MTV,7 часов 20 минут,22 мин.,15.06.2009 — 16.07.2009,,1,['20']
8091,Kurt Vonnegut's Monkey House,,Отменен/Закончен,15,4.0,2,,,7.9,69,['США'],"['Комедия', ' Драма']",SHOWTIME,2 часа 34 минуты,22 мин.,12.05.1991 — 04.04.1993,['Kurt Vonnegut'],2,"['3', '4']"
8096,BBC: Новая Европа с Майклом Пейлином,Michael Palin's New Europe,Отменен/Закончен,35,4.25,8,,,7.5,710,['Великобритания'],['Семейный'],BBC One,5 часов 1 минута,43 мин.,16.09.2007 — 04.02.2008,['Michael Palin'],1,['7']
8097,BBC: Сахара с Майклом Пэйлином,Sahara with Michael Palin,Отменен/Закончен,30,4.44,9,,,8.0,833,['Великобритания'],['Путешествия'],BBC One,3 часа 20 минут,50 мин.,13.10.2002 — 03.11.2002,['Michael Palin'],1,['4']
